season,season_type,player_id,player_name,player_display_name,position,position_group,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2024,POST,00-0036550,R.Bateman,Rashod Bateman,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,7,90,2,0,0,107,13,4,7.027123733,0,0.841121495,0.159090909,0.286863271,0.439440653,0,21,27
2024,POST,00-0036554,N.Collins,Nico Collins,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,12,16,203,1,0,0,214,67,11,15.9821926,0,0.948598131,0.266666667,0.368965517,0.658275862,0,26.3,38.3
2024,POST,00-0036626,D.Brown,Dyami Brown,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,14,18,229,1,2,1,190,91,9,9.340190896,0,1.205263158,0.166666667,0.267605634,0.437323944,0,26.9,40.9
2024,POST,00-0036628,J.Bates,John Bates,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,5,31,0,0,0,26,5,2,1.479061866,0,1.192307692,0.046296296,0.05,0.104444444,0,3.1,6.1
2024,POST,00-0036630,T.Wallace,Tylan Wallace,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,48,0,1,0,26,26,2,2.824795302,0,1.846153846,0.068181818,0.069705094,0.151066293,0,4.8,6.8
2024,POST,00-0036637,N.Gray,Noah Gray,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,4,15,0,0,0,11,4,0,-1.592914151,0,1.363636364,0.071428571,0.0275,0.126392857,0,1.5,5.5
2024,POST,00-0036849,T.Atwell,Tutu Atwell,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,18,0,0,0,18,0,1,1.481792609,0,1,0.022727273,0.040632054,0.062533347,0,1.8,2.8
2024,POST,00-0036893,N.Harris,Najee Harris,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,6,17,0,0,0,1,-1.346097611,0,3,3,41,0,0,0,-8,49,1,3.300911352,0,-5.125,0.115384615,-0.03902439,0.14575985,0,5.8,8.8
2024,POST,00-0036894,P.Freiermuth,Pat Freiermuth,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,4,15,0,0,0,14,5,0,-3.108059446,0,1.071428571,0.153846154,0.068292683,0.278574109,0,1.5,4.5
2024,POST,00-0036912,D.Smith,DeVonta Smith,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,16,17,190,1,0,0,131,65,7,15.17988912,0,1.450381679,0.2,0.222033898,0.455423729,0,25,41
2024,POST,00-0036919,K.Gainwell,Kenneth Gainwell,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,13,42,0,0,0,3,-2.131134683,0,3,3,26,0,0,0,-8,34,1,1.478721487,0,-3.25,0.068181818,-0.029304029,0.081759907,0,6.8,9.8
2024,POST,00-0036945,J.Fields,Justin Fields,QB,QB,0,1,0,0,0,0,0,0,0,5,0,0,-0.470344614,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
2024,POST,00-0036963,A.St. Brown,Amon-Ra St. Brown,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,8,10,137,0,0,0,89,61,7,10.51916275,0,1.539325843,0.256410256,0.255014327,0.563125413,0,13.7,21.7
2024,POST,00-0036997,J.Williams,Javonte Williams,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,29,0,0,0,0,-0.942174634,0,2,2,14,0,0,0,1,13,0,0.155827313,0,14,0.086956522,0.003636364,0.132980237,0,4.3,6.3
2024,POST,00-0037004,H.Long,Hunter Long,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,13,0,0,0,49,0,1,0.376875166,0,0.265306122,0.076923077,0.23902439,0.282701689,0,1.3,2.3
2024,POST,00-0037085,T.Badie,Tyler Badie,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,8,0,0,0,0,-0.240343912,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.8,0.8
2024,POST,00-0037086,G.Calcaterra,Grant Calcaterra,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,4,0,0,0,4,0,0,-0.377142621,0,1,0.055555556,0.033333333,0.106666667,0,0.4,1.4
2024,POST,00-0037091,B.Melton,Bo Melton,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,3,16,0,0,0,64,0,1,-3.201662306,0,0.25,0.090909091,0.231046931,0.298096488,0,1.6,2.6
2024,POST,00-0037197,I.Pacheco,Isiah Pacheco,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,13,37,0,0,0,0,-3.040986999,0,3,5,17,0,0,0,-1,19,2,-0.739310063,0,-17,0.061728395,-0.003003003,0.09049049,0,5.4,8.4
2024,POST,00-0037228,J.Warren,Jaylen Warren,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,6,0,0,0,1,0.11376041,0,4,5,19,0,0,0,-11,28,1,-0.677420669,0,-1.727272727,0.192307692,-0.053658537,0.250900563,0,2.5,6.5
2024,POST,00-0037240,J.Williams,Jameson Williams,WR,WR,0,1,0,0,1,0,0,0,0,20,0,0,-4.4414271,0,0,,1,61,1,0,0,1,5.169890276,0,1,4,19,0,0,0,111,0,1,-3.616179081,0,0.171171171,0.102564103,0.318051576,0.376482257,0,12,13
2024,POST,00-0037247,G.Pickens,George Pickens,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,5,87,1,0,0,66,21,4,8.422809026,0,1.318181818,0.192307692,0.32195122,0.513827392,0,14.7,19.7
2024,POST,00-0037248,J.Cook,James Cook,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,53,272,3,0,0,15,8.8972446,0,6,6,64,0,0,0,-12,76,2,3.020566888,0,-5.333333333,0.115384615,-0.031331593,0.151144808,0,51.6,57.6
2024,POST,00-0037256,R.White,Rachaad White,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,1,0,0,0,0,-0.262264644,0,2,2,14,0,0,0,4,10,0,1.220492134,0,3.5,0.117647059,0.02919708,0.196908544,0,1.5,3.5
2024,POST,00-0037258,D.Pierce,Dameon Pierce,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,6,25,0,0,0,1,-1.675526879,0,0,1,0,0,0,0,-5,0,0,-1.823627691,0,0,0.035714286,-0.018518519,0.040608466,0,2.5,2.5
2024,POST,00-0037261,K.Shakir,Khalil Shakir,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,18,20,174,0,0,0,103,99,7,8.41754858,0,1.689320388,0.25974026,0.164536741,0.504786108,0,17.4,35.4
2024,POST,00-0037284,M.Araiza,Matt Araiza,P,SPEC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-18,0,0,0,0,-1.917618787,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-1.8,-1.8
2024,POST,00-0037291,J.Nailor,Jalen Nailor,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,5,33,0,0,0,72,8,2,0.035916838,0,0.458333333,0.125,0.171428571,0.3075,0,3.3,6.3
2024,POST,00-0037539,L.Krull,Lucas Krull,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,2,0,0,0,2,0,0,-0.017251486,0,1,0.043478261,0.007272727,0.0703083,0,0.2,1.2
2024,POST,00-0037557,R.Rivers,Ronnie Rivers,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,8,0,0,0,0,-2.37983164,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.8,0.8
2024,POST,00-0037614,J.Metchie,John Metchie,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,10,63,0,1,1,102,10,3,-7.181590603,0,0.617647059,0.166666667,0.175862069,0.373103448,0,4.3,10.3
2024,POST,00-0037617,H.Haskins,Hassan Haskins,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,5,0,0,0,1,0.936565455,0,0,1,0,0,0,0,3,0,0,-0.830898539,0,0,0.03125,0.007407407,0.052060185,0,0.5,0.5
2024,POST,00-0037654,T.Fisk,Tucker Fisk,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,15,0,0,0,13,2,1,1.148265467,0,1.153846154,0.03125,0.032098765,0.069344136,0,1.5,2.5
2024,POST,00-0037741,J.Dotson,Jahan Dotson,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,5,53,1,0,0,45,17,3,2.960391589,0,1.177777778,0.12195122,0.141955836,0.282295914,0,11.3,14.3
2024,POST,00-0037746,B.Robinson,Brian Robinson,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,36,129,2,0,0,7,1.028229184,0,4,5,22,0,0,0,-3,28,1,-1.52696709,0,-7.333333333,0.15625,-0.015789474,0.223322368,0,27.1,31.1
2024,POST,00-0037816,R.Doubs,Romeo Doubs,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,13,0,0,0,11,2,1,1.114133036,0,1.181818182,0.060606061,0.039711191,0.118706925,0,1.3,3.3
2024,POST,00-0037837,C.Austin,Calvin Austin,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,25,0,0,0,67,1,1,0.467295992,0,0.373134328,0.076923077,0.326829268,0.344165103,0,2.5,3.5
2024,POST,00-0037838,I.Likely,Isaiah Likely,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,7,9,126,1,0,0,123,41,4,8.820693211,0,1.024390244,0.204545455,0.329758713,0.537649281,0,18.6,25.6
2024,POST,00-0037840,K.Williams,Kyren Williams,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,35,182,0,1,1,7,-8.147001715,0,4,5,15,1,0,0,-8,21,1,-0.781168155,0,-1.875,0.071428571,-0.012345679,0.098500882,0,23.7,27.7
2024,POST,00-0038102,K.Pickett,Kenny Pickett,QB,QB,0,1,0,0,0,0,0,0,0,6,0,0,-2.720175084,0,0,,5,-7,0,0,0,0,-4.68556838,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.7,-0.7
2024,POST,00-0038129,C.Otton,Cade Otton,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,32,0,0,0,13,19,2,2.514216899,0,2.461538462,0.117647059,0.094890511,0.242893946,0,3.2,5.2
2024,POST,00-0038393,D.Wicks,Dontayvion Wicks,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,6,39,0,0,0,144,2,2,1.036382807,0,0.270833333,0.181818182,0.519855596,0.63662619,0,3.9,5.9
2024,POST,00-0038465,M.Heath,Malik Heath,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,4,0,0,0,0,25,0,0,-8.324843388,0,0,0.121212121,0.090252708,0.244995077,0,0,0
2024,POST,00-0038544,Q.Johnston,Quentin Johnston,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,5,0,0,0,0,86,0,0,-9.589849887,0,0,0.15625,0.212345679,0.383016975,0,0,0
2024,POST,00-0038558,D.Washington,Darnell Washington,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,3,9,0,0,0,15,5,0,0.1775161,0,0.6,0.115384615,0.073170732,0.224296435,0,0.9,1.9
2024,POST,00-0038573,D.Davis,Derius Davis,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-3,0,0,0,0,-1.202874035,0,1,1,4,0,1,0,-7,11,0,-0.417262755,0,0,0.03125,-0.017283951,0.034776235,0,0.1,1.1
2024,POST,00-0038618,X.Hutchinson,Xavier Hutchinson,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,7,86,0,0,0,87,25,2,6.323326671,0,0.988505747,0.116666667,0.15,0.28,0,8.6,13.6
2024,POST,00-0038685,C.Brooks,Christopher Brooks,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,9,0,0,0,-11,18,0,-0.115139602,0,-0.818181818,0.090909091,-0.039711191,0.108565802,0,0.9,2.9
2024,POST,00-0038728,J.Wayne,Jared Wayne,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,2,0,0,0,0,40,0,0,-1.493777231,0,0,0.071428571,0.148148148,0.210846561,0,0,0
2024,POST,00-0038794,J.McLaughlin,Jaleel McLaughlin,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,-2,0,0,0,0,-1.725498753,0,1,1,0,0,0,0,-2,2,0,-3.312370793,0,0,0.043478261,-0.007272727,0.060126482,0,-0.2,0.8
2024,POST,00-0038797,E.Wilson,Emanuel Wilson,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,6,0,0,0,0,-2.073123405,0,1,3,23,0,0,0,7,30,1,0.548430211,0,3.285714286,0.090909091,0.025270758,0.154053167,0,2.9,3.9
2024,POST,00-0038933,D.Kincaid,Dalton Kincaid,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,9,71,0,0,0,98,22,2,0.124048351,0,0.724489796,0.116883117,0.156549521,0.28490934,0,7.1,13.1
2024,POST,00-0038976,M.Mims,Marvin Mims,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,1,0,0,0,1,-0.772196345,0,2,4,12,0,0,0,38,3,1,0.922351928,0,0.315789474,0.173913043,0.138181818,0.357596838,0,1.3,3.3
2024,POST,00-0038994,J.Addison,Jordan Addison,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,8,29,0,0,0,154,0,2,-4.027720332,0,0.188311688,0.2,0.366666667,0.556666667,0,2.9,5.9
2024,POST,00-0038996,T.Kraft,Tucker Kraft,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,10,0,0,0,2,2.645892924,0,5,5,26,0,0,0,5,21,1,0.112156608,0,5.2,0.151515152,0.018050542,0.239908106,0,3.6,8.6
2024,POST,00-0039065,S.LaPorta,Sam LaPorta,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,7,51,1,0,0,29,22,3,1.582399242,0,1.75862069,0.179487179,0.083094556,0.327396958,0,11.1,17.1
2024,POST,00-0039074,D.Allen,Davis Allen,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,13,1,0,0,10,8,1,2.300397941,0,1.3,0.076923077,0.048780488,0.149530957,0,7.3,8.3
2024,POST,00-0039075,P.Nacua,Puka Nacua,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,7,0,0,0,0,0.224763814,0,11,23,141,0,0,0,207,59,6,-3.137182629,0,0.68115942,0.328571429,0.319444444,0.716468254,0,14.8,25.8
2024,POST,00-0039139,J.Gibbs,Jahmyr Gibbs,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,14,105,2,0,0,6,5.346452908,0,6,11,70,0,0,0,52,51,5,-1.899637286,0,1.346153846,0.282051282,0.148997135,0.527374917,0,29.5,35.5
2024,POST,00-0039146,J.Reed,Jayden Reed,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,4,46,0,0,0,26,20,3,3.436470564,0,1.769230769,0.121212121,0.093862816,0.247522153,0,4.6,8.6
2024,POST,00-0039163,C.Stroud,C.J. Stroud,QB,QB,41,61,527,1,1,11,79,2,0,587,180,24,2.120678091,0,0.897785349,0.083642061,12,84,0,0,0,5,6.867068372,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,31.48,31.48
2024,POST,00-0039236,J.Wilson,Johnny Wilson,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,2,0,0,-0.623374897,0,0,0.043478261,0.010152284,0.07232399,0,0,0
2024,POST,00-0039355,L.McCaffrey,Luke McCaffrey,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,10,0,0,-1.146034126,0,0,0.021276596,0.028490028,0.051857914,0,0,0
2024,POST,00-0039359,C.Stover,Cade Stover,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,4,28,0,0,0,9,19,1,0.637855903,0,3.111111111,0.125,0.029032258,0.207822581,0,2.8,6.8
2024,POST,00-0039361,B.Irving,Bucky Irving,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,17,77,0,0,0,3,-1.071165695,0,2,2,6,1,0,0,-6,12,1,0.823910554,0,-1,0.117647059,-0.04379562,0.145813654,0,14.3,16.3
2024,POST,00-0039424,D.Vele,Devaughn Vele,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,2,0,0,0,0,17,0,0,-1.367147161,0,0,0.086956522,0.061818182,0.17370751,0,0,0
2024,POST,00-0039732,B.Nix,Bo Nix,QB,QB,13,22,144,1,0,2,14,0,0,260,30,6,-7.437494958,0,0.553846154,-0.000200686,4,43,0,0,0,4,2.35898284,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,14.06,14.06
2024,POST,00-0039746,W.Shipley,Will Shipley,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,77,1,0,0,3,5.90102317,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,13.7,13.7
2024,POST,00-0039751,J.Whittington,Jordan Whittington,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,12,0,0,0,11,1,1,1.22865317,0,1.090909091,0.022727273,0.0248307,0.051472399,0,1.2,2.2
2024,POST,00-0039855,J.McMillan,Jalen McMillan,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,4,41,0,0,0,63,11,2,-0.188119007,0,0.650793651,0.235294118,0.459854015,0.674838987,0,4.1,6.1
2024,POST,00-0039868,T.Franklin,Troy Franklin,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,54,1,0,0,60,0,2,3.600560492,0,0.9,0.130434783,0.218181818,0.348379447,0,11.4,13.4
2024,POST,00-0039875,R.Davis,Ray Davis,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,36,1,1,0,2,1.845777963,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,9.6,9.6
2024,POST,00-0039894,X.Worthy,Xavier Worthy,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,8,0,0,0,0,-0.484903243,0,19,21,287,3,0,0,169,112,13,21.85957297,0,1.698224852,0.259259259,0.291882556,0.593206678,0,47.5,66.5
2024,POST,00-0039901,K.Coleman,Keon Coleman,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,8,22,0,0,0,123,4,1,-4.601616094,1,0.178861789,0.103896104,0.196485623,0.293384092,0,4.2,7.2
2024,POST,00-0039910,J.Daniels,Jayden Daniels,QB,QB,75,114,822,5,1,4,27,0,0,727,432,43,30.15284076,1,1.130674003,0.154162487,35,135,1,0,0,9,3.832611589,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,72.38,72.38
2024,POST,00-0039912,B.Sinnott,Ben Sinnott,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,23,0,0,0,16,7,1,3.984215603,0,1.4375,0.021276596,0.045584046,0.063823726,0,2.3,3.3
2024,POST,00-0039915,L.McConkey,Ladd McConkey,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,9,14,197,1,0,0,210,79,8,8.271156648,0,0.938095238,0.4375,0.518518519,1.019212963,0,25.7,34.7
